index,Date,tone_mean,tone_median,pos_share,neg_share,neu_share,n_sent,label_majority
0,2020-03-03,0.285007007290446,0.28046910371631384,0.3917525773195876,0.08247422680412371,0.5154639175257731,97,neutral
1,2020-02-28,0.4555297768600285,0.5360389146953821,0.528,0.024,0.424,125,positive
2,2020-02-27,0.3931275292470673,0.4486574809998274,0.4765625,0.0703125,0.4375,128,positive
3,2020-02-06,0.3692647812634029,0.41781199956312776,0.4659090909090909,0.06818181818181818,0.4659090909090909,88,neutral
4,2020-01-31,0.6362256495689508,0.7407454296480864,0.75,0.0,0.2,20,positive
5,2020-01-30,0.36585781091775443,0.3403877771925181,0.36627906976744184,0.029069767441860465,0.5988372093023255,172,neutral
6,2020-01-28,0.5132129370554327,0.5611762516200542,0.5537190082644629,0.024793388429752067,0.4049586776859504,121,positive
7,2020-01-24,0.4963456456732404,0.6180056890007108,0.5857142857142857,0.02857142857142857,0.37142857142857144,70,positive
8,2020-01-21,0.2176410511848658,0.08351019397377968,0.2727272727272727,0.06060606060606061,0.6666666666666666,33,neutral
9,2020-01-09,0.3820305210700847,0.4609372541308403,0.47058823529411764,0.03676470588235294,0.47794117647058826,136,neutral
10,2019-12-17,0.6585015980526805,0.807612675242126,0.7,0.0,0.3,20,positive
11,2019-12-02,0.5422840783527741,0.663239888381213,0.6666666666666666,0.06666666666666667,0.23333333333333334,30,positive
12,2019-12-02,0.5859003348383479,0.8154550082981586,0.6153846153846154,0.0,0.3076923076923077,13,positive
13,2019-11-26,0.4624165911366468,0.5745077598839998,0.5671641791044776,0.08955223880597014,0.3283582089552239,67,positive
14,2019-11-25,0.394862270754713,0.41690980922430754,0.40789473684210525,0.02631578947368421,0.5,76,neutral
15,2019-11-25,0.4228545109243979,0.3859547988977283,0.42045454545454547,0.011363636363636364,0.5681818181818182,88,neutral
16,2019-11-21,0.17324185370060818,0.1832377389073372,0.26436781609195403,0.09195402298850575,0.5862068965517241,87,neutral
17,2019-11-20,0.4400088271210817,0.5159679567441344,0.5454545454545454,0.03636363636363636,0.41818181818181815,55,positive
18,2019-11-18,0.6337211110294447,0.6659057058859617,0.75,0.0,0.25,16,positive
19,2019-11-18,0.5568936850747788,0.6435682531446218,0.6274509803921569,0.0196078431372549,0.35294117647058826,51,positive
20,2019-11-18,0.46514147920432786,0.3028983920812607,0.43478260869565216,0.0,0.5652173913043478,23,neutral
21,2019-10-23,0.23360235441456703,0.13324801390990615,0.2708333333333333,0.041666666666666664,0.6875,48,neutral
22,2019-10-17,0.5019309075326998,0.7212915967684239,0.5909090909090909,0.045454545454545456,0.36363636363636365,22,positive
23,2019-10-16,0.49881066811836455,0.6350112180225551,0.5714285714285714,0.04285714285714286,0.34285714285714286,70,positive
24,2019-10-11,0.34645924950126317,0.3884327607229352,0.4166666666666667,0.06481481481481481,0.5185185185185185,108,neutral
25,2019-10-11,0.4407028911903627,0.36833316506817937,0.4067796610169492,0.0,0.5932203389830508,59,neutral
26,2019-10-10,0.3686767709518361,0.29196672164835036,0.37735849056603776,0.02830188679245283,0.5849056603773585,106,neutral
27,2019-10-08,0.48433103568996083,0.6009165872819722,0.5357142857142857,0.023809523809523808,0.44047619047619047,84,positive
28,2019-09-25,0.3659552605021545,0.36875686328858137,0.41935483870967744,0.021505376344086023,0.5591397849462365,93,neutral
29,2019-09-24,0.49402473834449084,0.5755013073794544,0.5909090909090909,0.03636363636363636,0.34545454545454546,110,positive
30,2019-09-17,0.5387743374255175,0.5740433475002646,0.5833333333333334,0.0,0.4166666666666667,48,positive
31,2019-09-13,0.5320349273617577,0.5613121083006263,0.5454545454545454,0.0,0.45454545454545453,33,positive
32,2019-09-05,0.8367232984702031,0.9313358054496348,0.8461538461538461,0.0,0.15384615384615385,13,positive
33,2019-09-02,0.5641407253597641,0.6630039252340794,0.6190476190476191,0.0,0.38095238095238093,21,positive
34,2019-08-27,0.32668970596278085,0.35797643568366766,0.425,0.0875,0.4875,80,neutral
35,2019-08-19,0.2403404932958074,0.14495164598338306,0.3,0.02,0.66,50,neutral
36,2019-08-18,0.7346633901840753,0.8194789404515177,0.8181818181818182,0.0,0.18181818181818182,11,positive
37,2019-08-16,0.3870614416118027,0.4352273466065526,0.42857142857142855,0.061224489795918366,0.45918367346938777,98,neutral
38,2019-08-06,0.3913886067027656,0.4590068047400564,0.4846153846153846,0.046153846153846156,0.4461538461538462,130,positive
39,2019-07-26,0.37195477872232363,0.4219168294221163,0.42857142857142855,0.04395604395604396,0.4945054945054945,91,neutral
40,2019-07-23,0.33288131163527185,0.37065852526575327,0.4423076923076923,0.07692307692307693,0.4807692307692308,52,neutral
41,2019-07-03,0.5097000707610277,0.659116126713343,0.625,0.0,0.375,16,positive
42,2019-06-21,0.5793364283717459,0.7107110286597162,0.6666666666666666,0.047619047619047616,0.23809523809523808,21,positive
43,2019-06-19,0.38244121651320406,0.473080882569775,0.48333333333333334,0.03333333333333333,0.4666666666666667,60,positive
44,2019-06-19,0.31667796847200497,0.23530813679099083,0.37254901960784315,0.0196078431372549,0.6078431372549019,102,neutral
45,2019-06-18,0.6623058252138062,0.8157289251685143,0.6923076923076923,0.0,0.28205128205128205,39,positive
46,2019-06-14,0.23993753877413623,0.25225926097482443,0.2647058823529412,0.029411764705882353,0.6176470588235294,34,neutral
47,2019-06-06,0.3257754584466217,0.27885986492037773,0.4019607843137255,0.0784313725490196,0.5,102,neutral
48,2019-05-17,0.14841893475597212,0.04859983082860708,0.21739130434782608,0.014492753623188406,0.7536231884057971,69,neutral
49,2019-04-29,0.4091778171811408,0.360018017468974,0.39814814814814814,0.009259259259259259,0.5833333333333334,108,neutral
50,2019-03-29,0.31491382711562377,0.3738691285252571,0.39603960396039606,0.07920792079207921,0.48514851485148514,101,neutral
51,2019-03-26,0.5207398776878773,0.6211475040763617,0.6021505376344086,0.0,0.3655913978494624,93,positive
